synthetic_claim,text,label,speaker,subject,context,conditioning_metadata,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
american children in covid - 19 vaccines(the coronavirus) vaccine.,"american children in covid - 19 vaccines(the coronavirus) vaccine.

[METADATA] speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,public health;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"says mandela barnes wants to release in the united states, school board from.","says mandela barnes wants to release in the united states, school board from.

[METADATA] speaker: everytown for gun safety | subject: children;education;public safety;guns | context: a recent report",0,everytown for gun safety,children;education;public safety;guns,a recent report,speaker: everytown for gun safety | subject: children;education;public safety;guns | context: a recent report,0.1666666716337204,0.0,0.3333333432674408,0.5,0.0,0.0
"what says biden admits his own planeshould be replaced to, 000.","what says biden admits his own planeshould be replaced to, 000.

[METADATA] speaker: instagram posts | subject: facebook fact-checks | context: an Instagram post",0,instagram posts,facebook fact-checks,an Instagram post,speaker: instagram posts | subject: facebook fact-checks | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"two - thirds of the united states to be denied, 000 people were thein order.","two - thirds of the united states to be denied, 000 people were thein order.

[METADATA] speaker: chain email | subject: legal issues;states",0,chain email,legal issues;states,,speaker: chain email | subject: legal issues;states,0.032967034727334976,0.02747252769768238,0.049450550228357315,0.06043956056237221,0.24175824224948883,0.5879120826721191
an abortion deal after hurricane ian of the united statesin favor of god.,"an abortion deal after hurricane ian of the united statesin favor of god.

[METADATA] speaker: bloggers | subject: fake news;facebook fact-checks | context: a post on Facebook",0,bloggers,fake news;facebook fact-checks,a post on Facebook,speaker: bloggers | subject: fake news;facebook fact-checks | context: a post on Facebook,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
before scott walker said that he would have a nuclear weapon of rape victims of marijuana.,"before scott walker said that he would have a nuclear weapon of rape victims of marijuana.

[METADATA] speaker: empower texans | subject: abortion;voting record | context: a web page",0,empower texans,abortion;voting record,a web page,speaker: empower texans | subject: abortion;voting record | context: a web page,0.0,0.5,0.0,0.5,0.0,0.0
"the debate vote board said,the of illegal votes in my announcement.","the debate vote board said,the of illegal votes in my announcement.

[METADATA] speaker: tweets | subject: elections;arizona | context: a tweet",0,tweets,elections;arizona,a tweet,speaker: tweets | subject: elections;arizona | context: a tweet,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
"if scott walker took office, the number of $ 100 billion in medicare cuts to fund obamacare.","if scott walker took office, the number of $ 100 billion in medicare cuts to fund obamacare.

[METADATA] speaker: moveon.org | subject: federal budget;medicare | context: an email blast to supporters",0,moveon.org,federal budget;medicare,an email blast to supporters,speaker: moveon.org | subject: federal budget;medicare | context: an email blast to supporters,0.3571428656578064,0.0,0.2142857164144516,0.1428571492433548,0.2857142984867096,0.0
"my opponent took office, he made it easier by my own money.","my opponent took office, he made it easier by my own money.

[METADATA] speaker: republican party of wisconsin | subject: candidate biography;elections;ethics | context: a billboard campaign",0,republican party of wisconsin,candidate biography;elections;ethics,a billboard campaign,speaker: republican party of wisconsin | subject: candidate biography;elections;ethics | context: a billboard campaign,0.0,0.1818181872367859,0.22727273404598236,0.40909090638160706,0.1818181872367859,0.0
monkeypox tweeted about 5% of the people who killeda black lives matter.,"monkeypox tweeted about 5% of the people who killeda black lives matter.

[METADATA] speaker: instagram posts | subject: facebook fact-checks | context: a video",0,instagram posts,facebook fact-checks,a video,speaker: instagram posts | subject: facebook fact-checks | context: a video,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
republicansof abortion rights in the united states of america was part of a war to report.,"republicansof abortion rights in the united states of america was part of a war to report.

[METADATA] speaker: wayne rogers | subject: ethics;punditfact | context: a broadcast of ""Cashin' In"" on Fox News",0,wayne rogers,ethics;punditfact,"a broadcast of ""Cashin' In"" on Fox News","speaker: wayne rogers | subject: ethics;punditfact | context: a broadcast of ""Cashin' In"" on Fox News",0.0,0.0,0.0,0.0,0.0,1.0
facebook that ifthe united states will have served of him.,"facebook that ifthe united states will have served of him.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post",0,facebook posts,facebook fact-checks,a Facebook post,speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
when gov. scott is a tax break to make sure that barack obama back.,"when gov. scott is a tax break to make sure that barack obama back.

[METADATA] speaker: tom marino | subject: taxes | context: In an MSNBC interview",0,tom marino,taxes,In an MSNBC interview,speaker: tom marino | subject: taxes | context: In an MSNBC interview,0.0,0.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0
says covid - 19 vaccination: anthony faucibecause the covid - 19 vaccine virus vaccine — within a virus.,"says covid - 19 vaccination: anthony faucibecause the covid - 19 vaccine virus vaccine — within a virus.

[METADATA] speaker: turning point usa | subject: public health;punditfact;coronavirus | context: a Facebook post",0,turning point usa,public health;punditfact;coronavirus,a Facebook post,speaker: turning point usa | subject: public health;punditfact;coronavirus | context: a Facebook post,0.0,0.0,0.20000000298023224,0.4000000059604645,0.4000000059604645,0.0
"all have reported all over delta, the cdc and no vaccine.","all have reported all over delta, the cdc and no vaccine.

[METADATA] speaker: youtube videos | subject: china;public health;facebook fact-checks;coronavirus | context: a YouTube post",0,youtube videos,china;public health;facebook fact-checks;coronavirus,a YouTube post,speaker: youtube videos | subject: china;public health;facebook fact-checks;coronavirus | context: a YouTube post,0.0,0.0,0.06451612710952759,0.0,0.6129032373428345,0.32258063554763794
"george soros is armedabout nine years people in the united states, or other state.","george soros is armedabout nine years people in the united states, or other state.

[METADATA] speaker: bill jackson | subject: guns | context: a meeting",0,bill jackson,guns,a meeting,speaker: bill jackson | subject: guns | context: a meeting,0.0,0.0,0.0,0.0,0.0,1.0
bernie sanders wasbanned in the united states (donald trump) with the coronavirus.,"bernie sanders wasbanned in the united states (donald trump) with the coronavirus.

[METADATA] speaker: instagram posts | subject: health care;facebook fact-checks | context: a post",0,instagram posts,health care;facebook fact-checks,a post,speaker: instagram posts | subject: health care;facebook fact-checks | context: a post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
says a photo shows south carolina isand enthusiastic around the us who burned who have died.,"says a photo shows south carolina isand enthusiastic around the us who burned who have died.

[METADATA] speaker: viral image | subject: facebook fact-checks | context: an Instagram post",0,viral image,facebook fact-checks,an Instagram post,speaker: viral image | subject: facebook fact-checks | context: an Instagram post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"wisconsins studies have lost their credit increase of the same work with inflation, and make sure the same exact.","wisconsins studies have lost their credit increase of the same work with inflation, and make sure the same exact.

[METADATA] speaker: democratic congressional campaign committee | subject: medicare;retirement | context: a Web ad",0,democratic congressional campaign committee,medicare;retirement,a Web ad,speaker: democratic congressional campaign committee | subject: medicare;retirement | context: a Web ad,0.024390242993831635,0.024390242993831635,0.19512194395065308,0.3414634168148041,0.19512194395065308,0.2195121943950653
it has been vaccinatedto age a risk of marijuana.,"it has been vaccinatedto age a risk of marijuana.

[METADATA] speaker: yourcontent | subject: public health;facebook fact-checks;coronavirus | context: an article",0,yourcontent,public health;facebook fact-checks;coronavirus,an article,speaker: yourcontent | subject: public health;facebook fact-checks;coronavirus | context: an article,0.0,0.0,0.0,0.0,1.0,0.0
"russian died from the covid - 19 vaccine in canada, it turns to be.","russian died from the covid - 19 vaccine in canada, it turns to be.

[METADATA] speaker: instagram posts | subject: facebook fact-checks;coronavirus | context: an Instagram post",0,instagram posts,facebook fact-checks;coronavirus,an Instagram post,speaker: instagram posts | subject: facebook fact-checks;coronavirus | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
wisconsin isa small business tax cut from somebody who dont put in the history of our tax.,"wisconsin isa small business tax cut from somebody who dont put in the history of our tax.

[METADATA] speaker: mary burke | subject: income;jobs;state budget;taxes | context: an interview",0,mary burke,income;jobs;state budget;taxes,an interview,speaker: mary burke | subject: income;jobs;state budget;taxes | context: an interview,0.05882352963089943,0.23529411852359772,0.3235294222831726,0.14705882966518402,0.14705882966518402,0.0882352963089943
"when voter fraud, california has issued their funding by the florida and party to be stolen.","when voter fraud, california has issued their funding by the florida and party to be stolen.

[METADATA] speaker: kevin sorbo | subject: elections;pundits;punditfact | context: a tweet",0,kevin sorbo,elections;pundits;punditfact,a tweet,speaker: kevin sorbo | subject: elections;pundits;punditfact | context: a tweet,0.0,0.0,0.0,0.0,0.0,1.0
"when congress was elected, 000 from the federal government to spend $ 800 million from medicare recipients.","when congress was elected, 000 from the federal government to spend $ 800 million from medicare recipients.

[METADATA] speaker: ron johnson | subject: federal budget;medicare;message machine 2010 | context: campaign literature mailed to state residents",0,ron johnson,federal budget;medicare;message machine 2010,campaign literature mailed to state residents,speaker: ron johnson | subject: federal budget;medicare;message machine 2010 | context: campaign literature mailed to state residents,0.095238097012043,0.2142857164144516,0.1785714328289032,0.3333333432674408,0.130952388048172,0.0476190485060215
gov. andrew cuomo hasmore money than 10 years of state in 4 years old than the state and voted for illegal immigrants.,"gov. andrew cuomo hasmore money than 10 years of state in 4 years old than the state and voted for illegal immigrants.

[METADATA] speaker: stephen king | subject: corrections and updates;education;privacy issues | context: a tweet",0,stephen king,corrections and updates;education;privacy issues,a tweet,speaker: stephen king | subject: corrections and updates;education;privacy issues | context: a tweet,0.0,0.5,0.0,0.0,0.5,0.0
bill clinton's state legislature in this country to be detained by our state's 2010.,"bill clinton's state legislature in this country to be detained by our state's 2010.

[METADATA] speaker: iowans for some semblance of christian decency | subject: abortion;message machine 2012 | context: parking lot fliers outside an Iowa candidate event",0,iowans for some semblance of christian decency,abortion;message machine 2012,parking lot fliers outside an Iowa candidate event,speaker: iowans for some semblance of christian decency | subject: abortion;message machine 2012 | context: parking lot fliers outside an Iowa candidate event,0.0,0.0,0.0,0.0,1.0,0.0
california has a new york cityand have negative into home.,"california has a new york cityand have negative into home.

[METADATA] speaker: viral image | subject: crime;facebook fact-checks;coronavirus | context: a Facebook post",0,viral image,crime;facebook fact-checks;coronavirus,a Facebook post,speaker: viral image | subject: crime;facebook fact-checks;coronavirus | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
california. brian kemp was a letter of barack obama and barack obama to appoint election.,"california. brian kemp was a letter of barack obama and barack obama to appoint election.

[METADATA] speaker: joe biden | subject: elections;pennsylvania | context: a speech",0,joe biden,elections;pennsylvania,a speech,speaker: joe biden | subject: elections;pennsylvania | context: a speech,0.09328357875347137,0.23880596458911896,0.24253731966018677,0.19402985274791718,0.20522387325763702,0.026119403541088104
"once climate change tax for an""showed that if you have the lowest""banking - old partnership.","once climate change tax for an""showed that if you have the lowest""banking - old partnership.

[METADATA] speaker: instagram posts | subject: climate change;economy | context: an Instagram video",0,instagram posts,climate change;economy,an Instagram video,speaker: instagram posts | subject: climate change;economy | context: an Instagram video,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"democrats'plan is passed, 000 people. that's a government has not been inspected by any other state employees.","democrats'plan is passed, 000 people. that's a government has not been inspected by any other state employees.

[METADATA] speaker: philip keefe | subject: pensions;retirement;state budget;unions;workers | context: an appearance on 10 News Conference",0,philip keefe,pensions;retirement;state budget;unions;workers,an appearance on 10 News Conference,speaker: philip keefe | subject: pensions;retirement;state budget;unions;workers | context: an appearance on 10 News Conference,0.0,0.0,0.0,0.0,1.0,0.0
before the senate health care reform planwe have come into and what ive a pandemic.,"before the senate health care reform planwe have come into and what ive a pandemic.

[METADATA] speaker: donald trump | subject: health care | context: a White House cabinet meeting",0,donald trump,health care,a White House cabinet meeting,speaker: donald trump | subject: health care | context: a White House cabinet meeting,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
isis is closing in texas of acriminal system to prevent and other senators.,"isis is closing in texas of acriminal system to prevent and other senators.

[METADATA] speaker: chain email | subject: candidate biography | context: our inbox",0,chain email,candidate biography,our inbox,speaker: chain email | subject: candidate biography | context: our inbox,0.032967034727334976,0.02747252769768238,0.049450550228357315,0.06043956056237221,0.24175824224948883,0.5879120826721191
"this years is considering over 200, 000 women in during the civil rights.","this years is considering over 200, 000 women in during the civil rights.

[METADATA] speaker: senate majority pac | subject: legal issues;crime;guns | context: a radio ad",0,senate majority pac,legal issues;crime;guns,a radio ad,speaker: senate majority pac | subject: legal issues;crime;guns | context: a radio ad,0.0,0.15000000596046448,0.4000000059604645,0.25,0.20000000298023224,0.0
"scott walker. scott walker actually made""more than a year to""eliminate in the 2012 state.","scott walker. scott walker actually made""more than a year to""eliminate in the 2012 state.

[METADATA] speaker: jb pritzker | subject: education | context: a video on Twitter",0,jb pritzker,education,a video on Twitter,speaker: jb pritzker | subject: education | context: a video on Twitter,0.05263157933950424,0.2631579041481018,0.15789473056793213,0.3684210479259491,0.15789473056793213,0.0
"says hillary clinton and said,i have been arrested with republican leaders to vote.","says hillary clinton and said,i have been arrested with republican leaders to vote.

[METADATA] speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post",0,facebook posts,fake news;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"ed gillespie took office, sent our guns for guns, then even to.","ed gillespie took office, sent our guns for guns, then even to.

[METADATA] speaker: ted cruz | subject: terrorism | context: a campaign email",0,ted cruz,terrorism,a campaign email,speaker: ted cruz | subject: terrorism | context: a campaign email,0.05095541477203369,0.14012739062309265,0.13375796377658844,0.30573248863220215,0.29936304688453674,0.07006369531154633
says there are made ato ban with no idea that.,"says there are made ato ban with no idea that.

[METADATA] speaker: donald trump | subject: foreign policy | context: an exchange with reporters at the UN",0,donald trump,foreign policy,an exchange with reporters at the UN,speaker: donald trump | subject: foreign policy | context: an exchange with reporters at the UN,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
new jersey is a blatanti have gotten his daughters state.,"new jersey is a blatanti have gotten his daughters state.

[METADATA] speaker: viral image | subject: natural disasters ;facebook fact-checks | context: an Instagram post",0,viral image,natural disasters ;facebook fact-checks,an Instagram post,speaker: viral image | subject: natural disasters ;facebook fact-checks | context: an Instagram post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
a photo shows that documented meetto meet the american flag leaks.,"a photo shows that documented meetto meet the american flag leaks.

[METADATA] speaker: viral image | subject: religion;sports;facebook fact-checks | context: a Facebook post",0,viral image,religion;sports;facebook fact-checks,a Facebook post,speaker: viral image | subject: religion;sports;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
only one year old areall vegas and their own of women in a cage.,"only one year old areall vegas and their own of women in a cage.

[METADATA] speaker: viral image | subject: candidate biography;race and ethnicity;facebook fact-checks | context: a Facebook post",0,viral image,candidate biography;race and ethnicity;facebook fact-checks,a Facebook post,speaker: viral image | subject: candidate biography;race and ethnicity;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
only six years was a state that would take more than for the same exact electionin georgia.,"only six years was a state that would take more than for the same exact electionin georgia.

[METADATA] speaker: ben ferguson | subject: campaign finance;elections;punditfact | context: comments on CNN",0,ben ferguson,campaign finance;elections;punditfact,comments on CNN,speaker: ben ferguson | subject: campaign finance;elections;punditfact | context: comments on CNN,0.0,0.0,0.0,1.0,0.0,0.0
white house just announced to support the policeand has been arrested.,"white house just announced to support the policeand has been arrested.

[METADATA] speaker: facebook posts | subject: environment;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,environment;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: environment;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
wisconsin ranks state senate candidate for governorin the state of a democrat who voted to new hampshire.,"wisconsin ranks state senate candidate for governorin the state of a democrat who voted to new hampshire.

[METADATA] speaker: scott walker | subject: elections;legal issues | context: a tweet",0,scott walker,elections;legal issues,a tweet,speaker: scott walker | subject: elections;legal issues | context: a tweet,0.12682926654815674,0.2195121943950653,0.1902438998222351,0.19512194395065308,0.21463415026664734,0.053658537566661835
this image of a hospital in texas proves hasthe greatest number of it doesnt get.,"this image of a hospital in texas proves hasthe greatest number of it doesnt get.

[METADATA] speaker: viral image | subject: facebook fact-checks;coronavirus | context: an Instagram post",0,viral image,facebook fact-checks;coronavirus,an Instagram post,speaker: viral image | subject: facebook fact-checks;coronavirus | context: an Instagram post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
this trumps father state of congress won before the election.,"this trumps father state of congress won before the election.

[METADATA] speaker: bloggers | subject: elections;fake news;foreign policy;facebook fact-checks | context: a website post",0,bloggers,elections;fake news;foreign policy;facebook fact-checks,a website post,speaker: bloggers | subject: elections;fake news;foreign policy;facebook fact-checks | context: a website post,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
says facebook is a new york timesis the most generous from its order to our lord.,"says facebook is a new york timesis the most generous from its order to our lord.

[METADATA] speaker: ladies of liberty | subject: fake news;punditfact | context: a headline",0,ladies of liberty,fake news;punditfact,a headline,speaker: ladies of liberty | subject: fake news;punditfact | context: a headline,0.0,0.0,0.0,0.0,0.0,1.0
cnn broadcast in north carolina said he to the fbi diedafter voter fraud.,"cnn broadcast in north carolina said he to the fbi diedafter voter fraud.

[METADATA] speaker: tweets | subject: elections;facebook fact-checks | context: a tweet",0,tweets,elections;facebook fact-checks,a tweet,speaker: tweets | subject: elections;facebook fact-checks | context: a tweet,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
"says there is no net gas,no longer exists and now is no evidence.","says there is no net gas,no longer exists and now is no evidence.

[METADATA] speaker: viral image | subject: climate change;facebook fact-checks | context: a Facebook post",0,viral image,climate change;facebook fact-checks,a Facebook post,speaker: viral image | subject: climate change;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
rhode island would produce florida costs in the middle class of birth.,"rhode island would produce florida costs in the middle class of birth.

[METADATA] speaker: barack obama | subject: corporations;economy;transportation | context: a town hall meeting",0,barack obama,corporations;economy;transportation,a town hall meeting,speaker: barack obama | subject: corporations;economy;transportation | context: a town hall meeting,0.20563846826553345,0.27363184094429016,0.2703150808811188,0.11774460971355438,0.11774460971355438,0.014925372786819935
wisconsins tax cut tax plan is spending$ 500 million from social security benefits with the irs and your tax dollars to fund.,"wisconsins tax cut tax plan is spending$ 500 million from social security benefits with the irs and your tax dollars to fund.

[METADATA] speaker: valinda bolton | subject: taxes | context: a mailer",0,valinda bolton,taxes,a mailer,speaker: valinda bolton | subject: taxes | context: a mailer,0.0,0.0,0.0,0.0,1.0,0.0
supreme court justices and other nationswho worked the way to give over a republican.,"supreme court justices and other nationswho worked the way to give over a republican.

[METADATA] speaker: scott brown | subject: economy | context: an interview with Barbara Walters",0,scott brown,economy,an interview with Barbara Walters,speaker: scott brown | subject: economy | context: an interview with Barbara Walters,0.0,0.3333333432674408,0.1111111119389534,0.2222222238779068,0.2222222238779068,0.1111111119389534
state department of north carolina and raided that have been to vote.,"state department of north carolina and raided that have been to vote.

[METADATA] speaker: dan o'donnell | subject: elections;coronavirus | context: a commentary",0,dan o'donnell,elections;coronavirus,a commentary,speaker: dan o'donnell | subject: elections;coronavirus | context: a commentary,0.0,0.0,0.0,0.0,1.0,0.0
"actor blue study said this hospital,a medical approval with her heart treatment for covid.","actor blue study said this hospital,a medical approval with her heart treatment for covid.

[METADATA] speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,public health;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"there is no evidence of the stimulus dollars at 11, 000 people who were told to.","there is no evidence of the stimulus dollars at 11, 000 people who were told to.

[METADATA] speaker: ted cruz | subject: federal budget | context: an interview",0,ted cruz,federal budget,an interview,speaker: ted cruz | subject: federal budget | context: an interview,0.05095541477203369,0.14012739062309265,0.13375796377658844,0.30573248863220215,0.29936304688453674,0.07006369531154633
"the united states will have beenour great country for years. now, there would be a lot lot.","the united states will have beenour great country for years. now, there would be a lot lot.

[METADATA] speaker: donald trump | subject: foreign policy;terrorism | context: Raleigh, N.C",0,donald trump,foreign policy;terrorism,"Raleigh, N.C","speaker: donald trump | subject: foreign policy;terrorism | context: Raleigh, N.C",0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
three times joined a career of the top tax law and his dad.,"three times joined a career of the top tax law and his dad.

[METADATA] speaker: citizens against rail taxes | subject: corrections and updates;transportation | context: a radio ad",0,citizens against rail taxes,corrections and updates;transportation,a radio ad,speaker: citizens against rail taxes | subject: corrections and updates;transportation | context: a radio ad,0.0,0.0,0.0,0.0,1.0,0.0
"my opponent was caught against abortion, on my administration and have been laid off.","my opponent was caught against abortion, on my administration and have been laid off.

[METADATA] speaker: bloggers | subject: congress;impeachment | context: an article",0,bloggers,congress;impeachment,an article,speaker: bloggers | subject: congress;impeachment | context: an article,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"says obama says the health care plan is only, whenyou cant be considered by 20 years.","says obama says the health care plan is only, whenyou cant be considered by 20 years.

[METADATA] speaker: stephen archambault | subject: corporations;economy;health care | context: a speech at the state Democratic convention",0,stephen archambault,corporations;economy;health care,a speech at the state Democratic convention,speaker: stephen archambault | subject: corporations;economy;health care | context: a speech at the state Democratic convention,0.0,0.5,0.0,0.0,0.0,0.5
says joe biden told the washingtontreaty to keep their lives. it is impeached.,"says joe biden told the washingtontreaty to keep their lives. it is impeached.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: Facebook",0,facebook posts,facebook fact-checks,Facebook,speaker: facebook posts | subject: facebook fact-checks | context: Facebook,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
hillary clinton was caught out this country without a single immigrant issue for the united states.,"hillary clinton was caught out this country without a single immigrant issue for the united states.

[METADATA] speaker: hillary clinton | subject: legal issues;foreign policy | context: the first Democratic presidential debate",0,hillary clinton,legal issues;foreign policy,the first Democratic presidential debate,speaker: hillary clinton | subject: legal issues;foreign policy | context: the first Democratic presidential debate,0.23920266330242157,0.25249168276786804,0.23255814611911774,0.1428571492433548,0.1029900312423706,0.029900332912802696
"the electoral person with president joe biden risks, where people who votes for an election results.","the electoral person with president joe biden risks, where people who votes for an election results.

[METADATA] speaker: viral image | subject: elections;facebook fact-checks | context: a Facebook post",0,viral image,elections;facebook fact-checks,a Facebook post,speaker: viral image | subject: elections;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
i'm not for our national guard who stands for life. she won't survive a criminal to china.,"i'm not for our national guard who stands for life. she won't survive a criminal to china.

[METADATA] speaker: bloggers | subject: fake news;punditfact | context: a headline",0,bloggers,fake news;punditfact,a headline,speaker: bloggers | subject: fake news;punditfact | context: a headline,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
this poem is evidence of the death penaltyare going to.,"this poem is evidence of the death penaltyare going to.

[METADATA] speaker: facebook posts | subject: crime;facebook fact-checks | context: a Facebook post",0,facebook posts,crime;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: crime;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"only one year of congress was as saying,we just got a conspiracy member of (president) obama and russia.","only one year of congress was as saying,we just got a conspiracy member of (president) obama and russia.

[METADATA] speaker: nova magazine | subject: candidate biography;punditfact | context: an article",0,nova magazine,candidate biography;punditfact,an article,speaker: nova magazine | subject: candidate biography;punditfact | context: an article,0.0,0.0,0.0,0.0,0.0,1.0
hillary clinton and pass a federal registrationfor illegal.,"hillary clinton and pass a federal registrationfor illegal.

[METADATA] speaker: donald trump | subject: elections | context: a press conference",0,donald trump,elections,a press conference,speaker: donald trump | subject: elections | context: a press conference,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
quotes people on covid - 19 is a pandemic because they arethe spread.,"quotes people on covid - 19 is a pandemic because they arethe spread.

[METADATA] speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"under virginia. the department of rape and gun violence in cases, are being reduced on all of cancer.","under virginia. the department of rape and gun violence in cases, are being reduced on all of cancer.

[METADATA] speaker: georgiacarry.org | subject: guns | context: an interview with Georgia Public Broadcasting",0,georgiacarry.org,guns,an interview with Georgia Public Broadcasting,speaker: georgiacarry.org | subject: guns | context: an interview with Georgia Public Broadcasting,0.0,0.0,0.0,1.0,0.0,0.0
rob portman used his board because hewould have a pay raise property taxes to help our economy.,"rob portman used his board because hewould have a pay raise property taxes to help our economy.

[METADATA] speaker: mitt romney | subject: message machine 2012;welfare | context: a campaign ad",0,mitt romney,message machine 2012;welfare,a campaign ad,speaker: mitt romney | subject: message machine 2012;welfare | context: a campaign ad,0.14903846383094788,0.1586538404226303,0.2788461446762085,0.16826923191547394,0.1538461595773697,0.09134615212678909
when democrats were told aspecific who who are paid about the university of student and ramming.,"when democrats were told aspecific who who are paid about the university of student and ramming.

[METADATA] speaker: john mccain | subject: education | context: a newspaper interview",0,john mccain,education,a newspaper interview,speaker: john mccain | subject: education | context: a newspaper interview,0.20108695328235626,0.20108695328235626,0.16847826540470123,0.17391304671764374,0.21195651590824127,0.043478261679410934
says wisconsin is closingabout $ 500 billion in florida is now making over the united states. it is one.,"says wisconsin is closingabout $ 500 billion in florida is now making over the united states. it is one.

[METADATA] speaker: john thune | subject: agriculture;government regulation | context: Tampa",0,john thune,agriculture;government regulation,Tampa,speaker: john thune | subject: agriculture;government regulation | context: Tampa,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.3333333432674408
